Nome,Instituição,Lider 1,Lider 2,Área
"ACERVOS: DIMENSÕES DO DOCUMENTO, DA MEMÓRIA E DO PATRIMÔNIO.",UNESP,Maria Leandra Bizello,Sonia Maria Troitiño Rodriguez,Ciência da Informação
AcessEM - Acessibilidade e Educação Matemática.,UNILA,Elmha Coelho Martins Moura,,Educação
ACESSI (acessibilidade escolar e sociedade inclusiva),USCS,Elizabete Cristina Costa Renders,Marta Regina Paulo da Silva,Educação
ACESSIBILIDADE E MOBILIDADE URBANA,UFMG,Carlos Fernando Ferreira Lobo,Ana Marcela Ardila Pinto,Geografia
Acessibilidade Virtual e Tecnologia Assistiva,IFRS,Andréa Poletto Sonza,,Educação
"Acessibilidade, Inclusão e Desenho Universal",IFPR,Ângela Maria dos Santos,Márcia Valéria Rodrigues Ferreira,Educação
"Acessibilidade, Interculturalidade e educação de surdos",INES,Tania Chalhub de Oliveira,Marisa da Costa Gomes,Educação
"ACESSIBILIDADE, LEITURA E INFORMAÇÃO",IFRS,Lizandra Brasil Estabel,Eliane Lourdes da Silva Moro,Ciência da Informação
Acesso à justiça,UFBA,Wilson Alves de Souza,,Direito
Acesso a Justiça e Defensoria Pública,UFF,Cleber Francisco Alves,,Direito
ACESSO A JUSTIÇA E EFETIVIDADE DO PROCESSO NA ATIVIDADE EMPRESARIAL,UFU,Cristiano Gomes de Brito,,Direito
Acesso à justiça e litigância repetitiva,USP,Susana Henriques da Costa,Carlos Alberto de Salles,Direito
ACESSO À JUSTIÇA E OBSERVATÓRIO DA JUSTIÇA AMAPAENSE,UNIFAP,Simone Maria Palheta Pires,,Direito
Acesso à justiça e os meios adequados de administração dos conflitos,UFSC,Ricardo Soares Stersi dos Santos,Tânia Lobo Muniz,Direito
Acesso à Justiça e sua Efetivação por meio de Novas Tecnologias,UNASP,Antonio Roberto Sanches Junior,,Direito
Acesso à Justiça na Perspectiva dos Direitos Humanos,FDV,Carlos Henrique Bezerra Leite,,Direito
Acesso à Justiça no século XXI: o tratamento dos conflitos na contemporaneidade,UFPEL,Karinne Emanoela Goettems dos Santos,,Direito
"Acesso à justiça, direitos humanos e resolução de conflitos",UNIT,Gabriela Maia Rebouças,,Direito
"Acesso à Justiça, Era Digital e Processo - AJUDPRO",UNIVEM,César Augusto Luiz Leonardo,Clarissa Chagas Sanches Monassa,Direito
"Acesso à justiça, inovação e sustentabilidade",UNOESTE,Silas Silva Santos,,Direito
Acesso a Medicamentos e Uso Responsável - AMUR,UnB,Camila Alves Areda,Rinaldo Eduardo Machado de Oliveira,Farmácia
"Acesso à Saúde: biotecnologia, regulação e Sustentabilidade. Desafios para Agenda 2030, ONU ¿ RJ e MG",USU,Monique Falcão Lima,,Direito
Acesso Livre,UnB,Helena Santiago Vigata,,Letras
"AcessUs: Projeto, Tecnologia e Percepção do ambiente construído",UFPB,Angelina Dias Leão Costa,Angélica de Souza Galdino Acioly,Arquitetura e Urbanismo
"ACesta ABorda: arte, história e estudos visuais",UFRJ,Rogéria Moreira de Ipanema,,Artes
Acidente vascular encefálico,UNIPAC,Anna Marcella Neves Dias,,Medicina
ACiMA - Ambientes Colaborativos e Multimídia Aplicada,LNCC,Jauvane Cavalcante de Oliveira,,Ciência da Computação
"Acionamento de Máquinas, Controle e Eletrônica Industrial",IFPB,Edgard Luiz Lopes Fabricio,Alvaro de Medeiros Maciel,Engenharia Elétrica
ACL - Advanced Cardiovascular Leadership,UFBA,Ângelo Augusto Philocreon de Castro-Lima,,Medicina
ACME! Cybersecurity Research Lab,UNESP,Adriano Mauro Cansian,Jorge Luiz Corrêa,Ciência da Computação
"Acocoré - Arte, COletivos, COnexões e Redes",UnB,Maria Beatriz de Medeiros,,Artes
Ações Adaptativas em Produção Animal no Semiárido,UNILAB,Silas Primola Gomes,Marcelo Casimiro Cavalcante,Zootecnia
Ações afirmativas para o ensino superior,UEL,Margarida de Cássia Campos,,Geografia
Ações Afirmativas: Políticas de Inclusão no Ensino Superior e na Pesquisa,UnB,Jose Jorge de Carvalho,,Antropologia
AÇÕES COLETIVAS E OUTROS MEIOS DE RESOLUÇÃO COLETIVA DE CONFLITOS NO DIREITO COMPARADO E NACIONAL,UERJ,Aluisio Gonçalves de Castro Mendes,Carolina Paes de Castro Mendes,Direito
Ações da Medicina para o manejo adequado e humanizado de gestantes adolescentes primípara,FSM,Ankilma do Nascimento Andrade Feitosa,,Medicina
"Ações em Gerontologia, Educação e Sociedade - AGES",PUC GOIÁS,Lisa Valéria Vieira Torres,,Educação
Ações integradas de gestão ambiental no Oeste do Pará,UFOPA,Sheyla Regina Marques Couceiro,,Ecologia
Ações Interdisciplinares de Saúde em Pacientes com Síndrome Metabólica - AISSIM,UCB/DF,Fabiani Lage Rodrigues Beal,,Saúde Coletiva
Ações Libertárias - Núcleo de Pesquisa e Extensão em Educação e Leitura em espaços de privação de liberdade e medidas socioeducativas,UNEB,Andrea Betânia da Silva,Katia Maria de Aguiar Barbosa,Educação
Ações Multidisciplinares Contra Dengue e outras Doenças Negligenciadas,UFMS,Adilson Beatriz,Ana Camila Micheletti,Química
Ações preventivas e processos de intervenção em desenvolvimento infantil,UNESP,Olga Maria Piazentin Rolim Rodrigues,Veronica Aparecida Pereira,Psicologia
Ações promocionais e de atenção a grupos humanos em Saúde Mental e Saúde Coletiva,UFRN,Francisco Arnoldo Nunes de Miranda,Francisca Patrícia Barreto de Carvalho,Enfermagem
Acompanhamento e Avaliação de Políticas Públicas,UNEB,Maria de Fatima Hanaque Campos,,Administração
Aconselhamento e Psicologia Pastoral,EST,Nilton Eliseu Herbes,,Teologia
"ACONTECE (Ateliê de CONfluências entre Teatro, Ensino, Criação e Espectação)",UFSJ,Davi de Oliveira Pinto,,Artes
Acoplamento Eletrodinâmico Atmosférico e Espacial - ACATMOS,INPE,Eliah Fernanda de Maria de São Sabbas Tavares,,Geociências
ACPC - Grupo de Pesquisa em Análises Comportamentais e Práticas Culturais,UFBA,Fabrício de Souza,,Psicologia
Acqua,UFS,Antenor de Oliveira Aguiar Netto,,Agronomia
AcquaUnB,UnB,Rodrigo Diana Navarro,Oswaldo Pinto Ribeiro Filho,Recursos Pesqueiros e Engenharia de Pesca
"Acriançar - Grupo de pesquisa sobre e com bebês, crianças e infâncias",UNIFESP,Andréia Regina de Oliveira Camargo,Suzana Marcolino,Educação
"ACSO - Centro de Pesquisa em Arquitetura de Computadores, Sistemas Inteligentes e Robótica",UNEB,Josemar Rodrigues de Souza,Marco Antonio Costa Simões,Ciência da Computação
"ACTA - Acústica, Conforto e Tecnologia em Arquitetura",UFSM,Willian Magalhães de Lourenço,,Arquitetura e Urbanismo
"ACTA - Núcelo de Pesquisa Ação Pública, Território e Ambiente",UFPA,Tânia Guimarães Ribeiro,Maria José da Silva Aquino Teisserenc,Sociologia
Actantes,UNIFRAN,Vera Lucia Rodella Abriata,Flavia Karla Ribeiro Santos,Lingüística
"ACTlab - Grupo de Pesquisas Interdisciplinares em Arte, Ciência e Tecnologias Desviantes",UNICAMP,Cesar Augusto Baio Santos,,Artes
"ACTO - Laboratório de Análise de Audiovisualidades, Cultura e Temporalidades",UFMG,Fernanda Mauricio da Silva,,Comunicação
Actuopaleontology and Macroevolution of Paleoinvertebrates Research Group,UFU,Sabrina Coelho Rodrigues,,Geociências
"Actus - Grupo de estudos e pesquisas sobre autoria, práticas docentes e políticas públicas",UFSM,Juliana Sales Jacques,,Educação
ACUBENS,UEPG,Vitoldo Antonio Kozlowski Junior,,Odontologia
"ACUENDAÇÕES - Grupo de Estudos e Pesquisas em Gênero, Sexualidade e Relações Étnico-raciais",UESB,Marcos Lopes de Souza,,Educação
Acústica,UFSM,Viviane Suzey Gomes de Melo,Christian dos Santos,Engenharia Civil
Acústica,UTFPR,Rodrigo Eduardo Catai,Adalberto Matoski,Engenharia Civil
ACÚSTICA AMBIENTAL - INDUSTRIAL E CONFORTO ACÚSTICO,UFPR,Paulo Henrique Trombetta Zannin,,Engenharia Mecânica
"ACV Agronegócio - Avaliação do Ciclo de Vida na agricultura, pecuária e agroindústria",UFGD,Clandio Favarini Ruviaro,,Zootecnia
ACV Brasil - Avaliação do Ciclo de Vida de Produtos,UnB,Armando de Azevedo Caldeira Pires,,Engenharia Mecânica
ADaM - Adavanced Data Management Research Group,UEFS,João Batista da Rocha Junior,,Ciência da Computação
AdaptaÃ§Ãµes Morfofuncionais em Plantas do SemiÃ¡rido,UFC,Arlete Aparecida Soares,Cleiton Breder Eller,Botânica
Adaptação de Domínio e Taxonomias de Aprendizado de Máquina,UNESP,Mauricio Araujo Dias,,Ciência da Computação
Adaptação de fruteiras de clima temperado à regiões subtropicais,UTFPR,Idemir Citadin,Américo Wagner Júnior,Agronomia
Adaptação morfofuncional e biomecânica do aparelho locomotor,UNOESTE,Wilson Romero Nakagaki,,Fisioterapia e Terapia Ocupacional
Adaptações estruturais e funcionais de plantas em resposta a variações ambientais,UnB,Augusto Cesar Franco,Cristiane da Silva Ferreira,Botânica
Adaptações Metabólicas,UFRJ,Wagner Seixas da Silva,,Bioquímica
Adaptações Metabólicas Decorrentes da Nutrição e do Exercício Físico,UFMT,Carlos Alexandre Habitante,Claudemir Batalini,Educação Física
Adaptações Musculares ao Exercício Físico,UFSCAR,Cleiton Augusto Libardi,,Educação Física
Adaptações Orgânicas e Exercício Físico,UNESP,Luiz Carlos Marques Vanderlei,Franciele Marques Vanderlei,Morfologia
Additive Manufacturing and Automation Research Center,UFSCAR,Gustavo Franco Barbosa,Sidney Bruce Shiki,Engenharia Mecânica
Adesão ao tratamento medicamentoso,FAMEMA,Vanessa Casagrande,Osni Lázaro Pinheiro,Farmacologia
"ADesloucar-se! Coletivo de trabalho em Análise do Discurso, sujeito, deslocamentos e...",UFRGS,Solange Mittmann,Luciene Jung de Campos,Lingüística
ADESP - INOVAÇÃO E SUSTENTABILIDADE,USP,Daisy Aparecida do Nascimento Rebelatto,,Engenharia de Produção
AditivaLab - Laboratório de Pesquisa Aplicada em Manufatura Aditiva,IFRJ,Luciana Castaneda Ribeiro,,Saúde Coletiva
Aditivos e suplementos na nutrição animal,UDESC,Aleksandro Schafer da Silva,,Zootecnia
ADMES,UFSC,Angela Cristina Corrêa,Ivan Luiz de Medeiros,Administração
"AdmEthics - Ética, Virtudes e Dilemas Morais na Administração",UDESC,Maurício Custódio Serafim,Marcello Beckert Zappellini,Administração
Administração,UFRPE,Antônio André Cunha Callado,,Administração
Administração da Justiça,UnB,Adalmir de Oliveira Gomes,Tomas de Aquino Guimaraes,Administração
Administração e Ciência da Informação - GPACI,UNICENTRO,Antonio Costa Gomes Filho,Márcio Luiz Bernardim,Administração
Administração e Desenvolvimento Territorial,UNEB,Ana Karine Loula Torres Rocha,,Administração
Administração e Economia Rural,UFAL,Terezinha Bezerra Albino Oliveira,Andréa de Vasconcelos Freitas Pinto,Zootecnia
Administração e Empreendedorismo,UNIVERSO,Camila Teresa Martucheli,,Administração
Administração e Extensão Rural,UFV,Gustavo Bastos Braga,Altair Dias de Moura,Administração
Administração e Gestão de Pessoas e Organizações,UNIVERSO,Orlando Pessanha da Encarnação Filho,,Administração
Administração e Gestão de Pessoas e Organizações 02,UNIVERSO,Orlando Pessanha da Encarnação Filho,,Administração
Administração e Inovação,IFRS,Divane Floreni Soares Leal,Marcelo Machado Barbosa Pinto,Administração
"Administração e o Mar: Organizações e os Desafios Estratégicos, Sustentabilidade e Inovação (ODS 14)",UNIFESP,José Alberto Carvalho dos Santos Claro,Almir Martins Vieira,Administração
Administração e Planejamento em saúde,FGV,Ana Maria Malik,,Administração
Administração e Política Pública,UFGD,Renato Fabiano Cintra,Ivano Ribeiro,Administração
Administração e Sociedade,UNICEUMA,Marcos Moura Silva,Nehemias Pinto Bandeira,Administração
Administração e Sustentabilidade Ambiental,UNIPAMPA,Ricardo Ribeiro Alves,Cibele Rosa Gracioli,Administração
Administração Política do Desenvolvimento,UESB,Weslei Gusmao Piau Santana,Elinaldo Leal Santos,Administração
ADMINISTRAÇÃO PÚBLICA,UFF,Claudio Roberto Marques Gurgel,Agatha Justen Gonçalves Ribeiro,Administração
Administração Pública - Foco nas Instituições e Ações Governamentais,UnB,José Matias-Pereira,,Administração
Administração Pública e Gestão Social,UFLA,José Roberto Pereira,,Administração
Administração Pública e Gestão Social,UFV,Marilene de Souza Campos,,Administração
Administração Pública e regulação,FESMP/RS,Juliano Heinen,,Direito
ADMINISTRAÇÃO PÚBLICA E TRIBUTAÇÃO NO BRASIL,UNIFOR,Maria Lírida Calou de Araújo e Mendonça,,Direito
Administração Pública nos Países Lusófonos (GAPUPAL),UNILAB,Samia Nagib Maluf,,Administração
Administração Rural e Derivativos Agropecuários,UFV,Janderson Damaceno dos Reis,Pablo Murta Baião Albino,Economia
"Administração, Análise e Tecnologia de Informação",FGV,Alberto Luiz Albertin,,Administração
"ADMINISTRAÇÃO, EMPREENDEDORISMO E SUSTENTABILIDADE",UEMA,Irlane Regina Moraes Novaes,,Administração
"Administração, Gestão e Estado - AGE",UEMA,Ilmar Polary Pereira,,Administração
"Administração, Inovação e Inteligência Artificial (AiLaBs)",POSITIVO,Luiz Pereira Pinheiro Junior,,Administração
"Administração, Política, Estado, Sociedade e Novas Tecnologias",FUSVE,José Leandro Casa Nova Almeida,Margareth Fernandes,Administração
Adoção e divulgação de práticas de responsabilidade social e governança corporativa,UFC,Marcelle Colares Oliveira,,Administração
Adubação e Fertilidade do solo,UENP,Oriel Tiago Kölln,Sérgio Ricardo Silva,Agronomia
Adubação Foliar e Biofertilizantes,UFRR,Deyse Cristina Oliveira da Silva,,Agronomia
"Adubação, Nutrição e Fisiologia de Plantas Estimuladas por Substâncias Húmicas e, ou, Bactérias Promotoras de Crescimento",UFV,Marihus Altoé Baldotto,Lílian Estrela Borges Baldotto,Agronomia
"Adultos, jovens e educação no contemporâneo",UFRGS,Simone Valdete dos Santos,Mónica de la Fare,Educação
Advanced Farm 360,UFSM,Luciano Zucuni Pes,,Agronomia
Adventismo e cidades,UNASP,Wendel Thomaz Lima,,Teologia
AEQuins - Grupo de Pesquisas em Educação Química e Áreas Afins,UFRGS,Marcelo Leandro Eichler,Rochele de Quadros Loguercio,Química
Aerodinâmica de Sistemas Aeronáuticos,IAE,Maria Luísa Collucci da Costa Reis,Cayo Prado Fernandes Francisco,Engenharia Aeroespacial
Aerolume,UFCG,Ricardo Arlen Buriti da Costa,Igo Paulino da Silva,Geociências
Aeronáutica - PUC Minas,PUC Minas,Luis Henrique Santos,Weslei Patrick Teodósio Sousa,Engenharia Aeroespacial
Aeronomia,UEMA,Ricardo Yvan de La Cruz Cueva,,Física
Aerotermodinâmica,IAE,Humberto Araujo Machado,Joao Luiz Filgueiras de Azevedo,Engenharia Aeroespacial
AerQualis,UEM,Igor José Botelho Valques,,Planejamento Urbano e Regional
AESE - Automated and Empirical Software Engineering,UTFPR,Katia Romero Felizardo Scannavino,Willian Massami Watanabe,Ciência da Computação
Aesthetic Dental Biomaterials - Research and Development,UNESP,Osmir Batista de Oliveira Junior,Hermes Pretel,Odontologia
Afecções Cirúrgicas Hepatobiliopancreáticas,UNIFESP,Marcelo Moura Linhares,,Medicina
"AFEE! - Grupo de Estudos e Pesquisa Arte, Formação e Experimentações Estéticas",FURG,Daniela da Cruz Schneider,,Artes
"AFETO - Associações Fisiopatológicas, Epigenéticas, Terapêuticas e Transgeracionais da Obesidade e suas Comorbidades.",UFMA,Antonio Marcus de Andrade Paes,Bruno Araújo Serra Pinto,Fisiologia
AFETO - Grupo de Pesquisa em Etnocenologia,UnB,Jorge das Graças Veloso,,Artes
Afetos e Política,CÂMARA FEDERAL,Mauricio Suhett Spinola,João Vianney Barrozo Costa Severo,Ciência Política
Afetos e Polí­tica,IFG,Deborah Cancella Pinheiro Celentano,,Ciência Política
"Afetos: Comunicação, Discursos e Experiências",UFMG,Sônia Caldas Pessoa,Camila Maciel Campolina Alves Mantovani,Comunicação
África contemporânea,UNILAB,Larissa Oliveira e Gabarra,Andrea Cristina Muraro,História
África Contemporânea: da construção da nação às políticas de identidade,PUCRS,Marçal de Menezes Paredes,,História
África do século XX e tempo presente ¿ História contemporânea.,UNEB,Ivaldo Marciano de França Lima,Pedro Acosta Leyva,História
África e Brasil: repertórios literários e culturais,PUC Minas,Terezinha Taborda Moreira,,Letras
África em Pauta,UFRB,Juvenal de Carvalho Conceição,,História
África: história e identidades,UFBA,Luis Nicolau Parés,,História
Africanias UFRJ,UFRJ,Andréa Albuquerque Adour da Camara,Antonilde Rosa Pires,Artes
Africanidades Brasileiras e Educação das Relações Étnico-raciais,UFPEL,Viviane Adriana Saballa,,História
Africanidades e a cidade,UFMG,Cristiano Cezarino Rodrigues,Rogério Lopes da Silva Paulino,Arquitetura e Urbanismo
"Africanidades, Imaginário e Educação",UFJF,Julvan Moreira de Oliveira,,Educação
"AFRICANIDADES, LITERATURAS E MINORIAS SOCIAIS",UFRR,Rosidelma Pereira Fraga,Veronica Prudente Costa,Letras
"Áfricas: história, política e cultura / UFMG",UFMG,Vanicléia Silva Santos,,História
"Áfricas: sociedade, política e cultura",UERJ,Washington Santos Nascimento,Crislayne Gloss Marão Alfagali,História
Afrocentrar Saúde: ilera dudu,UNEB,Suiane Costa Ferreira,,Saúde Coletiva
"AFRODIÁSPORAS - Núcleo de Pesquisas sobre Mulheres Negras, Cultura Visual, Política e Educomunicação em Periferias Urbanas",UERJ,Rosangela Malachias,,Comunicação
"AFRODITE: Laboratório Interdisciplinar de Ensino, Pesquisa e Extensão em sexualidades",UFSC,Olga Regina Zigelli Garcia,Ale Mujica Rodriguez,Enfermagem
"AFROGENS - Grupo de Pesquisa sobre afrocentricidade, gênero e sexualidade",UNIGRANRIO,Renan Gomes de Moura,,Administração
Afroletrias - Grupo de pesquisa de literaturas africanas e literaturas da diáspora africana,UNILAB,Julio Cesar Machado de Paula,Ludmylla Mendes Lima,Letras
"AFROLIQ - Grupo de Pesquisa em Literatura, História e Cultura Africana, Afro-Brasileira, Afro-Amazônica e Quilombola",UFOPA,Luiz Fernando de França,,Letras
"AfroNutri - Grupo de Estudos, Pesquisa e Extensão em Saúde e Nutrição da População Negra",UFU,Luana Padua Soares,,Saúde Coletiva
